,"MIN","MAX","UNITE","DESCRIPTION","DATATYPE","DATASCIENTISM","PRECISION","FREQUENCE_ECHANTILLONNAGE","VAL_DEF","DEVICE"
"C00000003-B001-3-kW L2-JTW",-200000,200000,"kW","Sylfen L2 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000003-B001-3-kW L1-JTW",-200000,200000,"kW","Sylfen L1 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000003-B001-3-kW dmd-JTW",-200000,200000,"kW","Sylfen puissance demandée","REAL","TRUE",0.01,5,0,"vmuc"
"C00000003-B001-3-kvarh-JTVarH",-200000,200000,"kvarh","Sylfen quezaco4","REAL","TRUE",0.01,5,0,"vmuc"
"C00000003-B001-3-kvar sys-JTVar",-200000,200000,"kvar","Sylfen puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000003-B001-3-kvar L3-JTVar",-200000,200000,"kvar","Sylfen L3 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000003-B001-3-kvar L2-JTVar",-200000,200000,"kvar","Sylfen L2 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000003-B001-3-kvar L1-JTVar",-200000,200000,"kvar","Sylfen L1 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000003-B001-3-kVA sys-JTVA",-200000,200000,"kVA","Sylfen puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000003-B001-3-kVA L3-JTVA",-200000,200000,"kVA","Sylfen L3 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000003-B001-3-kVA L2-JTVA",-200000,200000,"kVA","Sylfen L2 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000003-B001-3-kVA L1-JTVA",-200000,200000,"kVA","Sylfen L1 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000002-B007-2-kWh-JTWH",-200000,200000,"kWh","Sibuet atelier (hall à billettes) energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000002-B007-2-kWh L3-JTWH",-200000,200000,"kWh","Sibuet atelier (hall à billettes) L3 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000002-B007-2-kWh L2-JTWH",-200000,200000,"kWh","Sibuet atelier (hall à billettes) L2 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000002-B007-2-kWh L1-JTWH",-200000,200000,"kWh","Sibuet atelier (hall à billettes) L1 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000002-B007-2-kWh (-)-JTWH",-200000,200000,"kWh","Sibuet atelier (hall à billettes) quezaco2","REAL","TRUE",0.01,5,0,"vmuc"
"C00000002-B007-2-kW sys-JTW",-200000,200000,"kW","Sibuet atelier (hall à billettes) puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000002-B007-2-kW L3-JTW",-200000,200000,"kW","Sibuet atelier (hall à billettes) L3 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000002-B007-2-kW L2-JTW",-200000,200000,"kW","Sibuet atelier (hall à billettes) L2 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000002-B007-2-kW L1-JTW",-200000,200000,"kW","Sibuet atelier (hall à billettes) L1 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000002-B007-2-kW dmd-JTW",-200000,200000,"kW","Sibuet atelier (hall à billettes) puissance demandée","REAL","TRUE",0.01,5,0,"vmuc"
"C00000002-B007-2-kvarh-JTVarH",-200000,200000,"kvarh","Sibuet atelier (hall à billettes) quezaco4","REAL","TRUE",0.01,5,0,"vmuc"
"C00000002-B007-2-kvar sys-JTVar",-200000,200000,"kvar","Sibuet atelier (hall à billettes) puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000002-B007-2-kvar L3-JTVar",-200000,200000,"kvar","Sibuet atelier (hall à billettes) L3 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000002-B007-2-kvar L2-JTVar",-200000,200000,"kvar","Sibuet atelier (hall à billettes) L2 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000002-B007-2-kvar L1-JTVar",-200000,200000,"kvar","Sibuet atelier (hall à billettes) L1 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000002-B007-2-kVA sys-JTVA",-200000,200000,"kVA","Sibuet atelier (hall à billettes) puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000002-B007-2-kVA L3-JTVA",-200000,200000,"kVA","Sibuet atelier (hall à billettes) L3 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000002-B007-2-kVA L2-JTVA",-200000,200000,"kVA","Sibuet atelier (hall à billettes) L2 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000002-B007-2-kVA L1-JTVA",-200000,200000,"kVA","Sibuet atelier (hall à billettes) L1 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000001-A003-1-kWh-JTWH",-200000,200000,"kWh","Altitude commerciale (la conserverie) energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000001-A003-1-kWh L3-JTWH",-200000,200000,"kWh","Altitude commerciale (la conserverie) L3 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000001-A003-1-kWh L2-JTWH",-200000,200000,"kWh","Altitude commerciale (la conserverie) L2 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000001-A003-1-kWh L1-JTWH",-200000,200000,"kWh","Altitude commerciale (la conserverie) L1 energie","REAL","TRUE",0.01,5,0,"vmuc"
"C00000001-A003-1-kWh (-)-JTWH",-200000,200000,"kWh","Altitude commerciale (la conserverie) quezaco2","REAL","TRUE",0.01,5,0,"vmuc"
"C00000001-A003-1-kW sys-JTW",-200000,200000,"kW","Altitude commerciale (la conserverie) puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000001-A003-1-kW L3-JTW",-200000,200000,"kW","Altitude commerciale (la conserverie) L3 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000001-A003-1-kW L2-JTW",-200000,200000,"kW","Altitude commerciale (la conserverie) L2 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000001-A003-1-kW L1-JTW",-200000,200000,"kW","Altitude commerciale (la conserverie) L1 puissance","REAL","TRUE",0.01,5,0,"vmuc"
"C00000001-A003-1-kW dmd-JTW",-200000,200000,"kW","Altitude commerciale (la conserverie) puissance demandée","REAL","TRUE",0.01,5,0,"vmuc"
"C00000001-A003-1-kvarh-JTVarH",-200000,200000,"kvarh","Altitude commerciale (la conserverie) quezaco4","REAL","TRUE",0.01,5,0,"vmuc"
"C00000001-A003-1-kvar sys-JTVar",-200000,200000,"kvar","Altitude commerciale (la conserverie) puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000001-A003-1-kvar L3-JTVar",-200000,200000,"kvar","Altitude commerciale (la conserverie) L3 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000001-A003-1-kvar L2-JTVar",-200000,200000,"kvar","Altitude commerciale (la conserverie) L2 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000001-A003-1-kvar L1-JTVar",-200000,200000,"kvar","Altitude commerciale (la conserverie) L1 puissance reactive","REAL","TRUE",0.01,5,0,"vmuc"
"C00000001-A003-1-kVA sys-JTVA",-200000,200000,"kVA","Altitude commerciale (la conserverie) puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000001-A003-1-kVA L3-JTVA",-200000,200000,"kVA","Altitude commerciale (la conserverie) L3 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000001-A003-1-kVA L2-JTVA",-200000,200000,"kVA","Altitude commerciale (la conserverie) L2 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
"C00000001-A003-1-kVA L1-JTVA",-200000,200000,"kVA","Altitude commerciale (la conserverie) L1 puissance active","REAL","TRUE",0.01,5,0,"vmuc"
